cleaned_content,sentiment_label
sudah  minggu ini aplikasi nya sering banget crash  error br buka sebentar lgsg nge freeze harus close trus masuk lg update  aplikasi sudah update terbaru internet saya pakai wifi biznet mbps ping rendah dibawah   kurang apalagi,negatif
aku suka pake gojekdan juga gofood nya tapi kalo aku boleh kasih sarandi setiap menu makanan diperlihatkan kolom ulasan dan penilaian pelangganbukan cuma gambar saja pada menu gofoodnya biar pelanggan tau kualitas setiap menu yang di tawarkandengan melihat review dari para pelangganya kalo komentar makanan dan bintang untuk pedagangsaya rasa kurangkarena yang bisa melihat hanya pedagang saja,positif
untuk sementara segitu dulu saya transaksi apapun selalu pakai gopay tapi upgrade gopay plus saya masih belum jelas padahal di pengaturan sudah tertulis berhasil sekarang saldo saya ada rban dan msih belum bisa transfer ke klien saya bahkan ada banyak klien yg komplain karena pembayaran yang tidak kunjung selesai masalahnya bisnis saya semua pembayarannya menggunakan gopay sangat kecewa dengan pelayanan yang diberikan nyesel pake gopay sebagai pembayaran utama,negatif
sangat membantu kalo lagi kepengen makan apaa pun banyak kasi voucher juga jadi belanja banyak bisa hemat pokoknya tetep perbaharui terus untuk gojek indonesia supaya customer aman dan nyaman jangan lupa untuk lebih memperhatikan para driver yang banyak terkena pesanan fiktif semoga selalu lebih baik ,positif
gojek kenapa sih akhir² ini susah bgt dapat driver jaringan oke cuaca oke  dapet driver lama sekalinya dapat jauh pula  jarak antara driver ke customer lebih jauh daripada jarak tujuan trus skrng ada fitur nya prioritas udah nih pilih yg prioritas tapi masih aja tetap lama lumayan jauh jaraknya ga sesuai sama judulnya prioritas ini ga sekali dua kali udah  udah sering oke lah kalo lagi hujan atau hari besar mungkin lagi rame  tapi ini yg hari biasa dan normal ko tapi tetap lama,negatif
kecewa sistem pencariannya sangat buruk sampai  jam lebih tidak dapat driver sekalipun saya coba jalan sedikit liat banyak driver yang sedang santai dan katanya menunggu ada order yang masuk padahal dekat dan status driver online tapi di aplikasi tidak dapat² cuma bagus kadang ada diskon saja,negatif
licik sekali promo cashback pake paylater harus selesaiin x transaksi giliran sudah transaksi ke  berhasil dicek ke menu mission hilang di email juga lambat penanganannya kalo ga niat ngadain prlmo gakusah ada promo btw rating ga bakal gw ganti kalo masalah gw belum kelar,negatif
kadang kadang servernya lemot kalo jam jam tertentu harganya bisa naik banyak banget padahal macetnya juga ga di jam itu doang tapi berasa kayak di jam tertentu doang naiknya kadang juga kalo ke tempat tujuan harus muter dulu ke arah yang lebih jauh padahal ada jalur dekatnya maksimalin lagi dong,negatif
makin hari semkin meresahkan aja ni aplikasi gojekmasa harga ongkir nya naik mulupadahal mau tambah pesanan doank setelah selesai tambah trs mau order tiba naik aja ongkir nya kadang bisa naik gocengkadang naik ceban sayang nya aplikasi sebelah ga bisa pesan yg jauh kalau bisa ogah gw pake ni aplikasi trs juga mau pesan eh ad tulisan area ini lagi sepi driver jadi ga bisa dipesanyakali kita bisa tau disana ada driver apa enggakdisuruh pesan di resto lain sangat sangat mengecewakan,negatif
harganya sekarang lebih mahal dibandingkan sebelum sebelumnya padahal jarak tempuh nya samadari rumah ke sekolah saya cuma  km kurang tpi harga nya rb dari yg sebelumnya cuma rb pas saya liat map ternyata map nya muter tdk sesuai dengan jarak sesungguhnya sehingga membuat tarif lebih mahalterkadang juga titik tdk sesuai dengan posisi penjemputannya saya diamana titik penjemputan nya dimana jadinya saya mendapatkan driver yang jauh dan harus menunggu lama tolong diperbaiki lagi,positif
dear gojek sebelumnya bintang  utk app ini tapi harus saya ganti bintang  krn app skrg mengecewakan  merepotkan buat saya kenapa sebelumnya saya bs order gofood pakai gps  tanpa menggunakan wifi alias pakai jaringan data biasa  fine fine aja tanpa gangguan tapi skrg saya sangat kesusahan hanya utk order gofood krn harus menyambungkan lokasi yg mana layanan gps di hp selalu saya aktifkan tapi ditolak krn harus tersambung dgn wifi sedangkan saya tdk selalu berada di daerah yg ada wifi,negatif
only today i have cancelled  bookings no confirmation that this app has found a driver so i cancelled pas di cek di historynya hr ini sy sdh cancel  bookingan pagi and  bookingan sore dan ternyta sdh ad driver nya syngnya driver nya ga tlp mngkn pulsa abiz yg terakhir jg ga ad konfirmasi sdh menemukan driver tp drivernya telp tlng dong appnya di fix lg kasian supir gojeknya udah jauh nyamperin pelanggan tp krn app error bookingan nya di cancel,positif
untuk kedua kalinya kejadian ngisi saldo gopay tapi gak langsung terisi yang pertama duitnya balik yang sekarang belum padahal udah laper mau pesen makanan dan gak punya cash aplikasi sebelah gak pernah kayak gini mohon diperbaiki agar saldonya masuk secara realtime,negatif
sekarang go food jam  malam keatas susah dapat driver kalau siang titik nya driver jauh bgt dari resto jadi kasihan drivernya jauh ngambil di resto sedangkan pengantarannya dekat terus pernah juga pesen go car eh yang jemput jauh bgt padahal kan mau segera dipakai buat perjalanan masa harus nunggu lama karena posisi driver jah dari titik jemput tolong di perbaiki lagi sistem nya terimakasih,negatif
dear gojek  kenapa tampilan menu restoran saya berantakan pada menu gofood customer tidak sesuai dengan kategori yg saya buat pada aplikasi gobiz  misalkan kategori minuman tapi masuknya menu makanan utama sdh nlp call center tapi tidak ada perbaikan  klo gini kan customer yg mau order bisa bingung kategorinya acakan bisa turun omset resto,netral
maps nya selalu muter muter kejauhan nyari jalan padahal ada jalam yg lenih dekat bisa di lalui akibat tarif terlampau mahal aplikasinya jg agak ribet sih daripada aplikasi sebelah memindai lokasi suka lama dan salah mulu dan gambar mapsnya kurang jelas akibatnya lokasi jadi ga pas terus tarif juga jauh lebih mahal sekarang hehe,negatif
perluas dong jangkauan dalam mencari drivernya payah banget sih gk kaya shf sma grf yg langsung dapat driver dalam hitungan detik jdi gak ada orderan yg di cancel otomatis gara gak dapat driver ini mah sering bgt gk dapat driver kurang maju ni aplikasi ketinggalan sma yg lain sering bgt dapat orderan di cancel otomatis gara gak dapat driver malah nyalahin restonya yg minim driver sekitar resto pedahal klo jangkauan nya diperluas mah pasti gk bakalan ada kasus orderan di cancel otomatis,negatif
setelah update maps pasca pemesanan diubah hanya dengan animasi saja tujuan adanya maps pasca pemesanan kan untuk memantau driver fitur penting kok diilangin malah diganti ke fitur yang ga penting update gajelas,negatif
hi developer gojek bugsnya semakin banyak nih order pulsa status in progress sudah  hari belum ada konfirmasi selain itu banyak bgt fake account  driver bisa pakai beberapa account sekaligus antara informasi berupa foto driver nopol dan mobil beda dengan yang datang semoga ada problem solving untuk itu terus semangat,positif
kenapa kalau mau login bisanya lewat nomor hp doang sih kenapa gk bisa yg lain kyk pake email gitu ribet amat gimana kalau lupa nomor hpnya atau memori pesan gk bisa terima pesan gara memo internal penuh jadi gk bisa masuk kode otpnya hadeeh tolong tambah lagi login pake email kyk apk sebelah biar gk susah lg kalau masuk,negatif
padahal jarak nya hanya  km dari tempat ke tujuan tetapi di aplikasi  km  itu map tolong diperbaharui korupsi banget harusnya kita keluar ongkos dikit ini dibuat  kali lipat krna mapnya ga akurat hanya ngandelin jalan rayayg tertera di map,negatif
gabisa dipake tiap mau order tulisannya yah internet mati cek koneksi wifi atau kuota internetmu dan coba lagi trus ke log out mau log in gitu lagi padahal wifipaket data aman buat buka ytb viu grab dan apk lain aman,negatif
kecewa setiap kali update relogin nya lama banget alias stuck kalo layanan seperti ini gimana bisa bersaing sudah  hari coba relogin tetep ga bisa bisa sudah email cs tidak ada jawaban yg menjadi solusi bilangnya sudah forced stop dari pusat tapi tetap tidak bisa login ,negatif
bener bener parah sekarang apk nya masa ada notif gopay masuk tapi di saldo gopaynya tidak ada dan selalu menampilkan bahwa jaringan terputus padahal jaringan saya bagus dan bisa buat buka apk lain nya dan setelah di upgrade malah gopay saya tidak di temukan dan ngga bisa buka menu lain nya tolong cepat perbaiki segalanya agar kami lebih nyaman sebelum kami pindah platfrom,negatif
sudah beberapa kali mau upgrade pas ambil foto gambar nya bagus tapi setelah itu blur lagi kualitas foto nya jelek banget wlwpun udh pake kamera bagus sekalipun nggak bisa ambil foto lewat galeri juga mending pake ovo deh nyesel ngisi gopay mana nggak pernah ada promo lagi gojek nyatolong perbaiki,negatif
mohon maaf saya sudah dua kali dikecewakan pas sebelum pemesanan gofood voucher terpasang dan tiba² setelah pesanan dibuat malah voucher tidak bisa digunakan orderan pertama tetap saya bayar normal tapi ini pesan kedua malah terjadi lagi saya sudah komplen ke cs dan aplikasi tapi hasilnya mengecewakan,negatif
sangat membantu banget dan enak makenya cuman terkadang nunggu driver kadang lama jadi nya karna diburu waktu terpaksa cancel dan juga kalau bisa driver nya sering liat maps nya biar tau posisi penumpang dimananya trima kasih,positif
di aplikasi customer jarak tempuhnya km  sedangkan di aplikasi driver hanya  km yang  km nya kemana biaya dari customer dengan jarak  km sedangkan yang di bayarkan ke drivernya hanya yang  km pemilihan rute yang tidak waras driver suruh nerobos kavling dan dinding gedung ,negatif
aplikasi nya sering error pencariam driver sudah beberapa kali saya cobahampir  jam nunggu pencarian pesn gofood kadang harga nya di tempat dan di aplikasi sangat bedaitupun bukan hanya di satu tempatsaya mengalami nya di  tempat makanan berbeda di bandar lampung driver ramah dan tepat waktu masalah aplikasi dan error di aplikasi gojek membuat saya tidak nyaman dan sangat mengganggusaya harap keluh kesah saya didengar oleh pihak gojek,negatif
breakthrough ny pas di saat yg tepat dulu awal launching sama seperti aplikasi lain di playstore memberi banyak bonus di awalny saja seiring perjalanan waktu aplikasi ini lupa haledukasi ke driver sebagai aset utama krn apa yg terjadi war diantara driver dan kami pelangganminta offline lah jangan gopay lah sesuai argo bukan aplikasi lahdan berbagai jeritan hati driver yg ditumpahkan menemani perjalanan war berlanjut saat bintang  bicara silahkan breakthrough nya kami tunggu,negatif
tolong yaa untuk ukuran aplikasi sudah lumayan kecil tapi kalo bisa lebih baik diperkecil lagi soalnya hp saya emang kentang jadinya agak nggak kuat untuk pasang ini aplikasi dan untuk titik penjemputan terkadang tidak sesuai dengan yang kita inginkan dan untuk selebihnya bagus bagus aja tinggal diperbaiki untuk kedepannya lagi okee ,positif
dulu sempet punya akun dan sekarang kalau mau log in selalu kendala tidak ada email yang terverifikasi padhal emailnya sdh benr sama sekali ga bisa log in buat pake akun baru pun sama padahal nomor dan emailnya beda udh ulang smpe tunggu  menit ga ada hasil solusinya gmana tks,positif
saya pesan go food dapat driver saat tutup app untuk buka aplikasi lain ongoing order hilang semua dan pesan lagi juga terjadi hal yang sama tetapi driver tetep dapat order dr saya dan akhirnya dapat order dobel di antar ke tempatku perbaiki secepatnya,negatif
secara umum baik cepat dapat drivernya tapi saya mau tanya misalkan baru buka apk gojek baru ngecek tapi secara tidak sengaja kepencet pesan padahal sebenarnya belum pesan belum pencet pesan apalagi yang sudah ter edit itu lantas bagaimana dibatalkan apakah bisa terus bagaimana jika tidak sengaja kepencet pesan tapi hp mati karena kehabisan baterai apakah masih bisa dilanjutkan pas hp nyala atau terbatalkan otomatis terima kasih min krn saya sbnarny tdk pernah ingin membatalkan pesanan,positif
tadi pesan gofood tapi sudah hampir  jam belum jadi padahal perkiraan hanya  menit tempatnya hanya sekitar  km dan gak pake mode hemat ternyata ketika driver jalan tulisannya driver drop pesanan serah disini saya kecewa saya lihat mapnya muter dan gak benar searah padahal saya disini bayar full dan yang saya dapatkan malah makan yang sudah tidak terlalu hangat sungguh saya merasa dizalimi,negatif
setiap pake fitur gosend kenapa selalu dapat drivernya jauh dari titik penjemputan padahal pas lihat peta di titik penjemputan itu banyak banget driver tapi knapa ketika klik pesan selalu dapat drivernya jauh padahal saya sengaja menggunakan fitur gosend agar pengiriman lebih cepat,netral
produk promo gofood sering bug ataupun kalau tidak bug ketentuan tidak transparan saya sudah email keluhan namun tidak ada tanggapan yang jelas bahkan email saya dibiarkan tidak terjawab selama berharihari mungkin memang saatnya mengandalkan aplikasi serupa yang user experience produk dan layanan cs yang lebih dapat diandalkan,negatif
kalo buat pesan makanan worth it bgt promonya banyak dan sering banyak mission dengan bermacam hadiah jadi setiap order pasti ada rewardnya walaupun cuma berupa exp tapi kalo mencapai target exp kita dapat reward,positif
dear gojek kenapa versi terbaru nya sgt mempersulit kita kan suka mesenin orang rumah dari tmpt yg berbedaa tapi garagara versi terbaru nya skrg gakbisa lagi mesen dari jarak jauh tolong disesuaikan sepertii versi yg lama saja trmksh,positif
tolong gojek rumitnya pergantian nomor telpon terdaftar terkadang menjadi kendala besar untuk yg terkadang pemilik akun dapat masalah kehilangan nomor hp lupa password atau lain nya keamanan memang penting tapi bukan berarti tingginya kesulitan mengakses akun sendiri pada akhirnya saldo gopay menjadi korban buat request ganti nomor aja susah minta ampun mau log in ga bisa saldo melayang,negatif
berhenti lakukan transaksi tanpa persetujuan saya auto pay saya tidak masukkan pin atau melakukan transaksi apapun tiba tiba ada transaksi berhasil ke sebuah aplikasi penjernih foto itu sangat merugikan saya sudah sejak lama saya hapus gopay dari metode pembayaran di google playstore saya komplain dan hanya di tanggapi untuk menghapus keterkaitan akun google saya dengan gopay aneh ini sangat sangat merugikan saya tolong menjaga saldo semua pengguna tetap aman,negatif
tolong alamat favorite ada di menu profile dan bisa dihapus  dirubah memudahkan pemakai juga semoga input data ga makin ribet dan promo mudah digunakan kadang mau pakai promo ternyata banyakan syaratnya akhirnya ga bisa dipakai mubazir keliatan aja banyak promo semoga semakin meningkatkan kualitas dan makin sukses,positif
fitur pembatalan pesanan tolong diperhatikan yaa minn soalnya kadang ada ketidaksengajaan dari para customer yang blum selesai pada pesanan tapi malah ke klik secara tidak sengaja yang seharusnya perlu dibatalkan mungkin diberi opsi pembatalan pesanan max  menit jika terjadi ketidaksengajaan pesanan seperti itu,negatif
maaf aku kasih rating  karena sudah pesan sudah dapat tapi posisi driver tidak ada di lokasi titik jemput padahal di map posisi drivernya sudah sampai sangat mengecewakan karena sudah menunggu  menit dan akhirnya ketinggalan jadwal kereta dan saldopun terpotong njir,negatif
emang sih banyak manfaatnya setelah update tapi drivernya agak dipertegas dong masa saya pesan sudah  menit baru dateng tulisan  menit malah jadi  menitsatu lagi drivernya lebih sopan dong masa saya bilang belok kanan malah dimarahi padahal saya sudah bilang dari tadi intinya sikap dan waktu penjemputan lebih baik dan sesuai di apl dong,netral
waktu pesen ride and car ko lama yak cari posisinya diliatin map jakarta tp gk jalan ke titik lokasi bug kah setting gps dh tinggi jaringan oke dn di tempat terbuka beda klo pesen food langsung keliatan pilihan menunya maunya lebih mulu ne gojek tp pelayanan gk diperbaiki,negatif
kadang ongkir tidak sesuai dengan harga saat pembayaran dan saat orderan datang beda lagi harga ongkir menu atau tempat resto yg tutup tolong perjelas sudah buka atau blm nya jd ga harus cancel,negatif
aplikasi ini makin parah saya ganti nomer baru lalu setelah update harus masuk lagi pakai nomor lama sedangkan nomor lama sudah gak saya pakai kode otp hanya bisa melalui sms dan wa gak ada melalui email otomatis saldo gopay yg di nomor lama akun lama ya gak bisa kepake malas lama lama pakai aplikasi ini masih mending maxim atau grab,negatif
tidak bisa di batalkan aplikasi buruk padahal saya salah kirim alamat maps saya cancel tidak bisa saya order kembali dan memperbaiki lokasi maps malah yang datang  pesanan langsung uninstall aplikasi rugi sekali bayar  makanan sekaligus tanpa adanya rasa iba karena kesalahan kecil,negatif
untuk aplikasi gocar nya masih banyak driver yang menggunakan fake gpstuyulpas mau di order driver sangat dekat setelah driver nya menerima orderan langsung menjauh dan di suruh menunggu karena memang posisinya jauh dari titik penjemputan di tempat umum seperti stasiunbandaramall gedung perkantorandan terminalsistem protect aplikasi driver gocar nya masih rentan dengan rooted dan fake gpstuyul,negatif
suka sama apk ini sering pakai juga hanya masih ada minusa aplikasi seringkali meminta untuk di upgrade ulang pdhl belum lama di update itu saja sih mudahan bisa di perbaiki ya sistemnya demi kenyamanan bersama sebagai pengguna jasa transportasi online,positif
tolong dong kalau mencari driver diperhitungkan juga kalau ada kali dan tidak ada jembatan untuk mobil jadi harus mutarnya jauh selain itu diperhitungkan juga arah jalan ke mana si driver kasihan harus putar jauhjauh kalau gangnya udah kelewat mau mundur juga bahaya terus posisi saya di berlan tapi selalu dapatnya yang di manggarai kadang kalo jam sibuk driver ogah ke tempat pick up terus jadinya saya harus mengcancel berkalikali tolong dibenahi terima kasih,negatif
wah ini ada solusi nggak akun saya yg terdaftar pake nomor lama dan kartu nomor itu hilang tiba kok ke logout sendiri dari aplikasi dan untuk login lagi harus ferivikasi lewat sms sedangkan kartu nomor ygdipake udah nggak ada mana ada saldo gopay pula yaampun  barul kali sangat kecewa ,negatif
sekarang cari resto terdekat yang muncul kmcari pasti ada promo tetap yang muncul resto jarak di atas kmsungguh sistem sekarang buat susah pengguna mencari resto terdekatkarna semua di atas km terpaksa hentikan order gofood pindah ke aplikasi tetangga,negatif
tolong segera diperbaiki mungkin dari default pembayaran saldo gopay ada tapi stiap trx default pembayarannya itu paylater yang muncul dan dari segi tampilan pun tidak ada bedanya gopay dan paylater hanya tulisan saja jebakan menurut saya untuk tidak sengaja pakai paylater biar terkena biaya admin bulanan yang ribu,negatif
tolong aplikasi gofood nya diperbaiki lagi  untuk apa ada tulisan batalkan pesanan kalo gak bisa diklik sedangkan di petunjuk bantuannya disuruh klik batalkan pesanan drivernya juga bohong bilangnya udh di depan lokasi tujuan pas saya ke depan malah belom ada gimana sih untuk aplikasi gojek kalo ada cancel  jangan apa apa harus ke customer service mulu tadi awalnya saya udh berhasil cancel eh tiba malah dpt driver baru lagi gimana sih nih aplikasi,negatif
buka go ride langsung ngebug gak bisa akses lokasi layar gak bisa digeser padahal penyimpanan masih banyak ram juga gb intinya gak bisa sinkron ama lokasi padahal udah aku izinin buat akses lokasi aku hapus data ama chache nya barang kali bisa malah pas login lama banget dan gak dapet link verifikasinya mo coba pindah sebelah,negatif
saya ingin membeli voucher go deals untuk gofood yg butuh  go pointtapi ditolak terus krn aplikasi belum update padahal sudah pakai aplikasi paling update ketika klik pilihan untuk update dan langsung ngelink ke playstore hanya ada pilihan uninstal dan open  aplikasi gojek perlu maintenance sepertinya terkait menu godeals semoga ada perbaikan krn kami pelanggan setia gojek tentunya ingin ada reward tersendiri terkait penukaran point terimakasih,netral
disuruh upgrade gopay later tapi baru klik buka buat akses ke gopay later nya aja sudah error ngeblank putih nge bugs bagaimana mau lanjut upgrade dan mau pakai kalau diakses saja cuma ada info ada gangguan terus aneh klik bantuan juga gak tersedia yang bisa info langsung keluhannya semua sudah dikategorikan itupun yang saya cari tidak ada hadeh apasih mau nya gak jelas,negatif
voucher yg disediakan sebenarnya bisa digunakan atau enggak ya soalnya minimal order sudah benar semua syarat dan ketentuan sudah memenuhi tapi harga tetap sama dan bukannya berkurang karna voucher yang ada malah totalannya bertambah karna dikenakan cas lain untu biaya pemesanan gapapa kalau memang ga ada potongan tapi jangan dibuat voucher  kalau tidak bisa digunakan,negatif
aplikasinya sering ngefreeze harus force close app terus gk bisa lama di aplikasinya udah beberapa kali update msh sama aja mohon diperbaiki karna lama mengganggu thanks semoga gojek sukses selalu dan makin banyak promo nya promonya jg jangan harus pake paylater mulu kayak terpaksa disuruh ngutang apaan dah,negatif
aplikasi per sabtu  juni  aplikasi gojek di hp vivo zpro saya tidak bisa di buka menyusahakan di saat lapar akhirnya berpaling ke aplikasi lainnya  semua sudah di update akan tetapi tetap tidak bisa signal internet fiber sangat stabil tolong di perbaiki,negatif
biaya aplikasi saat pesan makanan makin lama makin mahal yg awlny g ad biaya sama sekali trus kena biaya mulai k k skrg malah jadi k terlalu banyak ambil keuntungan tpi aplikasinya g jauh berkembang dan dirasa aplikasinya udh bagus kok kalau makin mahal makin rugi dong pelanggannya,negatif
hello pihak gojek saya pemakai setia aplikasi ini jika dilihat dari segi tampilan pada aplikasi lebih menarik dan lebih mudah dibanding pihak sebelah tapi cukup kecewa dgn adanya biaya tambahan memang tidak seberapa tapi itu jg menambah biaya ongkosnya jg kenapa sekarang nyari driver tidak secepat dulu tak jarang pesanan dibatalkan karena terlalu lama pencarian drivernya,netral
dulu ketika gojek baru booming saya senang menggunakan aplikasi ini karena pelayanan nya masih bagus tapi sekarang malah bikin kesal tarif naik di waktu tidak tertentu kalo mau pesan kadang driver nya dapat yang jauh padahal yang dekat banyak pesan makanan juga mahal nya minta ampun  point saya sudah banyak sekali tapi nggak bisa terpakai karna rewardpromonya kebanyakan untuk daerah jabodetabek saja kalo mau pesan gojek sekarang lama nunggu bisa sampe setengah jam alasan drivernya karena alamat rumah saya tidak sesuai gps padahal gps kan sampe pelosok juga masih terdeteksi lagipula rumah saya bukan di pelosok banget,netral
kok gopay ku berkurang sendiri tadinya rb dipakai sekali rb masa sisa rb  sebelumnya  pesanan terakhir dgn tujuan sama memang saya order tapi entah karena internetnya atau di batalkan sama drivernya tapi kan perjalanan gak dilakukankenapa berkurang berarti  perjalanan sebelumnya dipotong padahal dibatalkan dari sana nya ,netral
terimakasih sy ucapkan sebelumnya karena sy sangat tertolong dg adanya aplikasi gojek ini hnya saja setiap kali sya pesan gofood sy selalu menemukan harga yg berbeda setelah pembayaran dilakukan misalnya pada saat transaksi sy lihat harga keseluruhan itu  rb tapi nanti stlh pesanan tiba sy harus membayar  rb sbenernya sy tdk ada masalah utk mmbayar hnya saja kenapa bsa beda slalu ya okelah klo sya punya uang lebih pd saat itu tp klo saat itu sy cuma pnya uang pasan gmna  trims,netral
sebenernya bagustapi upgrade goplus susahnya minta ampun cuma gara foto ktp sudah sedikit blur masa iya mau upgrade plus harus ke dukcapil dulu ganti ktp biar fotonya jelas namanya juga ektp kalau sudah bertahuntahun di dalam dompet ya blur foto nya harusnya dikasih opsi dokumen pendukung seperti simkk atau apalah seperti apk sebelah saat ektp di kira kurang meyakinkan diminta dokumen pendukung saya di sebelah sekali daftar lgsg premium wlau ektp fotonya blur di tambah sim lgsg acc,negatif
suka error sinyal full jaringan bagus dapet driver tapi ga pernah nyambung ditungguin sampe  menit ga sampe drivernya nyoba  kali pesen gitu terus padahal driver beda niatnya biar cepet malah telat banget bukan salah drivernya tapi saya ngerasa pelanggan dama driver tu susah banget buat komunikasi,negatif
saat akan memesan goride gocar atau gofood selalu diminta untuk aktifkan lokasi padahal lokasi sudah nyala akhirnya saya tidak bisa memesan lewat aplikasi gojek ini bug ya tolong segera diperbaiki bisa bikin pengguna gk nyaman nanti profit turun qc nya tolong lebih teliti lagi,negatif
cukup membantu aktifitas saya sehari hari jualan hanya skrg buka aplikasi agak lemot pas buka pilihan gosendbaru muncul pilihan dalam kotasayangnya kalo cuaca hujan googlemap nya ga akurat ngaco satu lagi terkadang driver pilih paketkalo menurut driver kebanyakan langsung cancel,positif
cari warung makan terdekat dikasih yang jauh jauh dibagian promo padahal ada warung yang jaraknya lebih normal waktu dicari dipancarian gak terdeteksi pula biaya jasa aplikasi doang yang dinaikin kualitas ngga,negatif
tolong dong untuk gofood jayapura jelek sekali sistemnyasusah sekali cari drivenyasudah pesan berulang tidak ada juga terus alasan resto tidak terima pesanankalau tidak terima buat saja sudah tutup  ini mau pesan saja lebih  untuk cari drive nya jelek sekali,negatif
dulunya sy pengguna setia apk ini tp setela ada apk sebelah yg lebih banyak promo sy jadi berpindah dan ketika sy balik coba pakai gofood  ingin membatalkan pesanan yg salah eh malah g bisa dibatalkan sm skli merugikan bgt dan lagi terkadang promo yg disampaikan tidak sesuai ketika pesanan dtg maaf sy harus uninstal,negatif
sungguh tidak masuk akal setiap kali saya upgrade ke gopay plus selalu gagal sudah beberapa kali di coba tetap gagal alasannya karena data ktp tidak valid padahal ketika saya coba untuk upgrade aplikasi² sebelah malah berhasil memang banyak tingkah aplikasi satu ini,negatif
baru aja gk sngaja booking  go car scr bersmaan padahal sudah saya pencet cancel booking dan coba cari lagi dari awal secara manual setelah dapet driver baru dan posisi sudah di dalam mobil ternyata di sistem ada booking lagi driver yg lain otomatis dan ktauan pas cek apps setelah saya sampai di lokasi tujuan kan kasian drivernya yg kebook otomatis itu mana posisi udah smpe titik pick up intinya kalau bisa diperbaiki lagi ini dev system di aplikasinya jgn smpe kejadian lagi,negatif
buat aplikasi nya bagus sih sangat bermanfaat tapi selalu ada iklan gojek di galeri yang muncul banyak banget jadi risih tolong dong buat di benerin lagi kalau mau ada iklan di apk nya gpp tapi jangan muncul di galeri juga menuhin memori,netral
mau kasih bintang  tapi sayangnya setelah diupdate gomart ga bisa milih tempat perbelanjaan nya jadinya susah karena ga semuanya ada padahal itu membantu saya untuk bisa lebih dekat dengan pacar saya yg ldr  tolong kembalikan pilihan seperti alfamart dan alfamidi,netral
aplikasinya dibikin sok simple tapi ambigu dari mau mulai buat pesanan terlalu rame sama hal yang ga kepake dan ikon ikonnya sulit dmengerti dan dibedakan satu sama lain saya sering salah pesan karena ikonnya hanya bulat panah fak yuh doang jadi alamat pengirim dan penerima tidak jelas yang mana selalu mondar mandir isi alamat layout nya balik ke yang dulu aja si sekarang kan gojek ngelag ditambah iklan tokped gede yg otomatis sering ke klik sekalian aja pop up judi slot atau shopee,negatif
aplikasi apa iniorder makanan lewat gofood server error trs padahal utk browsing dan buka aplikasi yg lain lancar kalau nggak bisa kasih promo ya nggak usah di kasihpromo di pake juga percuma aplikasinya error dulu pernah di bikin kecewa saya kasih bintang ini tambah kecewa lagi auto bintang  nyungsep dan maaf mending uninstall saja drpda menuhin memori hp,negatif
sekarang performa gojek makin memburuk untuk klik pesanan aja lamanya bukan main padahal jaringan nya sudah saya pastikan cepet dan sinyal bagus tapi saat mau buka aplikasi dan melakukan pemesanan susah banget  minta di perbaiki lagi dong sistemnya biar cepet dan mudah kek dulu terimakasih,negatif
kecewa saya dengan beban biaya yang dibebankan ke user mitra gofood kalau pasang harga kebanyakan sudah dinaikkan ongkir yang makin mahal serta adanya biaya jasa aplikasi yang dulu k sekarang naik jadi k dan ini ga tau duitnya buat apa krna dulu ga ada kok tibatiba ada berbanding terbalik sama iklan di tv pesan gofood jadi tambah tekor,negatif
update selalu nomor  tp kenapa sering tidak menanggapi disaat diperlukan jd males update karna ngga ada pengaruhnya klo memang alasannya jaringan disini jaringan sy sllu stabil coba untuk diperbaiki kedepannya  seperti aplikasi sebelah tuhh grab belom lg sii drivernya pada pilih orderan perdana ini sy pake udah beberapa x ganti driver melulu,negatif
driver nya sangat ramah dan murah senyum serta waktu penjemputan yang tepat waktu saran saya mohon di optimalkan kembali aplikasinya karena terkadang aplikasi mngelami lag walawpun sinyal saua bagus terimakasih atas pengertiannya,positif
ini bukan pengalaman tapi sebagai masukan ajakalo bisa untuk orderan yg dapat yg paling terdekat sama konsumenakun saya gagupadahal setiap orderan masuk saya selalu ambilmeskipun jarak titik jemput agak jauhklo bisa dikatakan jauh titik jemput dari pada titik antarnya,positif
gojekkk ngapa ni app nya kok error ga bisa loading apapun udh diupdated tetep ga bis keluar akun trus masuk lagi juga ga bisa bersihin cache nya juga ga bisaaaa kenapa malah sinyal internet ku yg dibilang lemah buset kupake nonton youtube aja lancar kok aahhh sebel disaat lagi butuh malah error,negatif
saya butuh cuma dari pasar ke rumah yang jarak nya kurang dari  km lagi jemput saudara yang dari bus jarak jauh butuh nya pakai mobil karena banyak orang dan bawaan nya banyak tapi berkali kali di cancel oleh driver karena alasannya jarak nya terlalu dekat dan murah padahal saya sudah pilih yang comfort bukan yang hemat bahkan saya rela pilih yang agak mahalan agar lekas dapat driver di cancel lebih dari  kali sampai akhir nya saya pindah ke apk lain yang ,negatif
jek aplikasi nya semakin beratini fatalgak semua konsumen punya hp spek tinggi login terlalu ribet dapet sms link buat masuktp link di sms nya gak bisa di klikgak bisa otomatis ngeditekpiye mbunder gini aplikasiitu it dari microsof gimana kerja nyamalah makin ruwet,netral
